city,Latitude,Longitude,Country,ID
Dubnica nad Vahom,48.9606,18.1739,Slovakia,23104
Kreuzlingen,47.6458,9.1783,Switzerland,23105
Plonsk,52.6231,20.3706,Poland,23106
Looc,12.2605,121.9926,Philippines,23107
Rio Rico,31.4957,-110.9885,United States,23108
Falmouth,50.15,-5.07,United Kingdom,23109
Palmas de Monte Alto,-14.2672,-43.1619,Brazil,23110
Silver Firs,47.8635,-122.1497,United States,23111
Poco Verde,-10.7078,-38.1828,Brazil,23112
Millburn,40.7394,-74.324,United States,23113
Santa Lucia Utatlan,14.7667,-91.2667,Guatemala,23114
Yate,51.5402,-2.411,United Kingdom,23115
Morinda,30.79,76.5,India,23116
Lakeside,32.856,-116.904,United States,23117
Four Square Mile,39.6808,-104.888,United States,23118
Polkowice,51.5,16.0667,Poland,23119
Hazebrouck,50.725,2.5392,France,23120
Charo,19.75,-101.05,Mexico,23121
Ad Dabyah,13.6967,44.7308,Yemen,23122
Ad Dali`,13.6957,44.7314,Yemen,23123
Puruk Cahu,-0.6384,114.5677,Indonesia,23124
Magdalena,20.9167,-103.95,Mexico,23125
Tuneri,11.6833,75.6167,India,23126
Had Oulad Issa,32.9519,-8.6982,Morocco,23127
Ambatomanoina,-18.311,47.6253,Madagascar,23128
Hassi Maameche,35.8611,0.725,Algeria,23129
Xanten,51.6622,6.4539,Germany,23130
Sidi Amrane,33.5,6.0167,Algeria,23131
Surpur,23.1895,73.8928,India,23132
Bhanpura,24.5108,75.7483,India,23133
Geertruidenberg,51.7008,4.8603,Netherlands,23134
Chatra Gobraura,26.4973,86.2179,India,23135
El Callao,7.3463,-61.8271,Venezuela,23136
Holiday,28.1864,-82.7429,United States,23137
Kayanza,-2.9167,29.6167,Burundi,23138
Waghausel,49.25,8.5167,Germany,23139
Maniche,18.345,-73.7772,Haiti,23140
Mailavaram,16.7833,80.6333,India,23141
Mako,46.22,20.4789,Hungary,23142
Seia,40.4203,-7.7033,Portugal,23143
Seligenstadt,50.0333,8.9667,Germany,23144
Florsheim,50.0167,8.4333,Germany,23145
Otopeni,44.55,26.07,Romania,23146
Geseke,51.65,8.5167,Germany,23147
Oberwingert,47.517,8.769,Switzerland,23148
Shendurjana,21.5217,78.2908,India,23149
Penonome,8.5187,-80.3553,Panama,23150
Bato,13.6,124.3,Philippines,23151
Sarai Ranjan,25.7671,85.7245,India,23152
Cagwait,8.9181,126.3017,Philippines,23153
Puerto Triunfo,5.8667,-74.65,Colombia,23154
Banapur,19.7789,85.1703,India,23155
Yucca Valley,34.1234,-116.4216,United States,23156
Zoersel,51.2675,4.7126,Belgium,23157
Guipos,7.735,123.3231,Philippines,23158
Chimore,-16.9833,-65.1333,Bolivia,23159
Anamalais,10.583,76.9344,India,23160
Sori,10.7281,2.7825,Benin,23161
Shanywathit,17.4244,97.8878,Burma,23162
Stadtallendorf,50.8333,9.0167,Germany,23163
Kalleribhagam,9.05,76.55,India,23164
Massarosa,43.8667,10.3333,Italy,23165
Vamanapuram,8.7251,76.9012,India,23166
Miguelopolis,-20.1794,-48.0319,Brazil,23167
Comalapa,15.65,-92.15,Mexico,23168
New Castle,40.9956,-80.3458,United States,23169
Zabre,11.1833,-0.6333,Burkina Faso,23170
Mezdra,43.15,23.7,Bulgaria,23171
Yaojiazhuangcun,40.7437,114.9286,China,23172
Yaojiafen,40.6669,115.0586,China,23173
Erval d'Oeste,-27.1939,-51.495,Brazil,23174
Idukki,9.85,76.97,India,23175
Tixtla de Guerrero,17.5667,-99.4,Mexico,23176
Semikarakorsk,47.5167,40.8,Russia,23177
Vendram,16.562,81.4696,India,23178
Wadenswil,47.2303,8.6722,Switzerland,23179
Guimar,28.315,-16.41,Spain,23180
Dax,43.71,-1.05,France,23181
Moulares,34.4833,8.2667,Tunisia,23182
Amposta,40.7106,0.5808,Spain,23183
Pachino,36.7167,15.1,Italy,23184
Bankoumana,12.4214,-7.6075,Mali,23185
Caransebes,45.4214,22.2219,Romania,23186
Boumia,32.7228,-5.1053,Morocco,23187
Sao Joao da Madeira,40.9,-8.5,Portugal,23188
Guapiacu,-20.795,-49.22,Brazil,23189
Port Alberni,49.2339,-124.805,Canada,23190
Harvey,29.8876,-90.0666,United States,23191
Kozakai-cho,34.8,137.3667,Japan,23192
Pampierstad,-27.776,24.69,South Africa,23193
Selden,40.8714,-73.0466,United States,23194
Chagallu,16.9833,81.6667,India,23195
Sombrerete,23.6333,-103.6397,Mexico,23196
Springwater,44.4333,-79.7333,Canada,23197
Eyl,7.9667,49.85,Somalia,23198
American Canyon,38.1796,-122.2583,United States,23199
Assare,-6.8739,-39.875,Brazil,23200
Paramirim,-13.4425,-42.2389,Brazil,23201
Qadirganj,24.9138,85.5926,India,23202
Port Hueneme,34.1618,-119.2036,United States,23203
Crowborough,51.06,0.16,United Kingdom,23204
Kadiapattanam,8.1312,77.3067,India,23205
Can-Avid,12,125.45,Philippines,23206
Pampur,34.02,74.93,India,23207
Al Karak,31.1833,35.7,Jordan,23208
Sirat,35.78,0.1919,Algeria,23209
Montmorency,48.9906,2.3228,France,23210
Hurricane,37.1487,-113.3517,United States,23211
Ocotlan de Morelos,16.7914,-96.675,Mexico,23212
Tigbao,7.8205,123.2277,Philippines,23213
San Luis Talpa,13.4667,-89.0833,El Salvador,23214
Chantenay-sur-Loire,47.207,-1.595,France,23215
Senda,24.4017,87.9875,India,23216
Kami,38.5718,141.8548,Japan,23217
Zantiebougou,11.2308,-7.2703,Mali,23218
Ibicarai,-14.865,-39.5878,Brazil,23219
Fleury-les-Aubrais,47.9312,1.921,France,23220
Acheres,48.9602,2.0684,France,23221
Bailleston,55.8474,-4.1147,United Kingdom,23222
Gros Islet,14.081,-60.953,Saint Lucia,23223
Nangavaram,10.8692,78.5392,India,23224
Kobilo,15.9251,-13.5242,Senegal,23225
Himora,14.2861,36.6097,Ethiopia,23226
Papanasam,10.9273,79.2708,India,23227
Lohuti,40.25,70.1333,Tajikistan,23228
Jaipur Chuhar,25.4187,86.8352,India,23229
Anuppur,23.1034,81.6908,India,23230
Kanke,23.4348,85.3206,India,23231
Sarzana,44.1136,9.96,Italy,23232
Pirai do Sul,-24.5258,-49.9489,Brazil,23233
Lentini,37.2833,15,Italy,23234
San Jacinto,9.8311,-75.1219,Colombia,23235
Raja Pakar,25.735,85.3376,India,23236
Tiruvankod,8.2452,77.301,India,23237
Zossen,52.2167,13.4497,Germany,23238
Okuchi-shinohara,32.05,130.6167,Japan,23239
Riachao das Neves,-11.7458,-44.91,Brazil,23240
Willowbrook,33.9209,-118.2356,United States,23241
Isla-Cristina,37.1992,-7.3214,Spain,23242
Kumla,59.1333,15.1333,Sweden,23243
Howick,-29.4667,30.2333,South Africa,23244
St. John,41.4429,-87.4697,United States,23245
Oulad Embarek,32.2833,-6.4667,Morocco,23246
Tlaltenango de Sanchez Roman,21.7815,-103.3059,Mexico,23247
Sao Miguel do Guapore,-11.6936,-62.7114,Brazil,23248
Mercato San Severino,40.7831,14.7348,Italy,23249
Herent,50.9081,4.6706,Belgium,23250
Hockenheim,49.3181,8.5472,Germany,23251
Orzesze,50.15,18.75,Poland,23252
Jiuru,22.7333,120.4833,Taiwan,23253
Bavly,54.3833,53.2833,Russia,23254
Pushkar,26.4877,74.5559,India,23255
Valinda,34.04,-117.93,United States,23256
Zarnesti,45.5667,25.3333,Romania,23257
Ayamonte,37.2,-7.4,Spain,23258
Mashiko,36.4673,140.0934,Japan,23259
Notteroy,59.2011,10.4078,Norway,23260
Tsetserleg,47.4769,101.4503,Mongolia,23261
Novopokrovka,42.8686,74.7368,Kyrgyzstan,23262
Sainte-Suzanne,19.5834,-72.0889,Haiti,23263
Scugog,44.09,-78.936,Canada,23264
Pajara,28.3511,-14.1075,Spain,23265
Bela Vista,-22.1089,-56.5208,Brazil,23266
Nueva Granada,9.8031,-74.3903,Colombia,23267
Birmingham,42.5446,-83.2166,United States,23268
Dickinson,29.4548,-95.0589,United States,23269
Nerupperichchal,11.161,77.374,India,23270
Schwetzingen,49.3833,8.5667,Germany,23271
Amarpatan,24.3137,80.977,India,23272
Savigliano,44.65,7.6333,Italy,23273
Lakato,-19.1775,48.4408,Madagascar,23274
Xinzhai,26.6959,106.9964,China,23275
South Euclid,41.524,-81.5245,United States,23276
Paraguacu,-21.5331,-45.7664,Brazil,23277
Vicente Noble,18.3833,-71.1833,Dominican Republic,23278
Koprivnice,49.5994,18.1447,Czechia,23279
Voiron,45.3642,5.5906,France,23280
Ashtarak,40.2975,44.3617,Armenia,23281
Adra,23.5,86.67,India,23282
San Fernando,12.4858,123.7628,Philippines,23283
G`azalkent,41.5625,69.775,Uzbekistan,23284
Cuilapan de Guerrero,16.9972,-96.7817,Mexico,23285
Senaki,42.2689,42.0678,Georgia,23286
Chapala,20.2961,-103.1911,Mexico,23287
Seynod,45.8897,6.0967,France,23288
M'Chedallah,36.3667,4.2667,Algeria,23289
Rosario de Lerma,-24.9833,-65.5833,Argentina,23290
Laziska Gorne,50.15,18.85,Poland,23291
Westborough,42.2681,-71.614,United States,23292
Bougado,41.3306,-8.5371,Portugal,23293
Qal'acha,40.1333,69.6833,Tajikistan,23294
Ibiruba,-28.6278,-53.09,Brazil,23295
Torrox,36.75,-3.95,Spain,23296
Marti,22.9522,-80.9167,Cuba,23297
Alcala la Real,37.45,-3.9167,Spain,23298
Green Valley,31.8393,-111.0009,United States,23299
MacArthur,10.8356,124.9964,Philippines,23300
Salcaja,14.8833,-91.45,Guatemala,23301
Alliance,40.9107,-81.1189,United States,23302
Clemmons,36.0319,-80.3861,United States,23303
Chilca,-12.5208,-76.7369,Peru,23304
Mandapam,9.2822,79.1436,India,23305
Pergine Valsugana,46.0667,11.2333,Italy,23306
Pakala,13.4667,79.1167,India,23307
Waxhaw,34.9363,-80.7439,United States,23308
San Nicolas,22.7819,-81.9069,Cuba,23309
Agios Nikolaos,35.1833,25.7167,Greece,23310
Del City,35.4483,-97.4408,United States,23311
Rancheria Payau,7.8509,123.1542,Philippines,23312
Santa Teresita,13.8664,120.9814,Philippines,23313
Kutna Hora,49.9483,15.2683,Czechia,23314
Uxbridge,44.1167,-79.1333,Canada,23315
Horsforth,53.837,-1.643,United Kingdom,23316
Truro,50.26,-5.051,United Kingdom,23317
Kalpakathukonam,8.8325,76.7453,India,23318
Traunstein,47.8667,12.6333,Germany,23319
Beni Douala,36.6167,4.0833,Algeria,23320
Colle di Val d'Elsa,43.4225,11.1267,Italy,23321
Pancas,-19.225,-40.8508,Brazil,23322
Galeras,9.1667,-75.05,Colombia,23323
Ennis,32.3254,-96.6347,United States,23324
Darlaston,52.5708,-2.0457,United Kingdom,23325
El Jem,35.2967,10.7128,Tunisia,23326
Cabucgayan,11.4719,124.575,Philippines,23327
Naranammalpuram,8.7599,77.7399,India,23328
Kontela,14.7664,-11.1022,Mali,23329
Saint-Michel-sur-Orge,48.6303,2.3025,France,23330
Seymour,38.9476,-85.8911,United States,23331
Corciano,43.129,12.2877,Italy,23332
Gardanne,43.4553,5.476,France,23333
Lindenwold,39.8173,-74.9898,United States,23334
Sahline,35.7506,10.7122,Tunisia,23335
Naqadah,25.9017,32.7242,Egypt,23336
Acatic,20.7803,-102.91,Mexico,23337
Sermadevi,8.6873,77.5662,India,23338
Ladario,-19.005,-57.6019,Brazil,23339
Selydove,48.15,37.3039,Ukraine,23340
Dean Funes,-30.4333,-64.35,Argentina,23341
Florida Ridge,27.5805,-80.3848,United States,23342
Pleasant Prairie,42.5266,-87.8895,United States,23343
Cardito,40.9362,14.2993,Italy,23344
Mari,-7.06,-35.3189,Brazil,23345
Caombo,-8.7,16.5167,Angola,23346
San Martin de las Piramides,19.7333,-98.8167,Mexico,23347
Villagarzon,1.0294,-76.6164,Colombia,23348
Ano Syros,37.4333,24.9167,Greece,23349
Goroka,-6.0833,145.3833,Papua New Guinea,23350
Chebli,36.5778,3.0083,Algeria,23351
Unity,40.2811,-79.4236,United States,23352
Bastos,-21.9167,-50.7333,Brazil,23353
Aarau,47.3923,8.0446,Switzerland,23354
Bad Harzburg,51.8811,10.5622,Germany,23355
Alnavar,15.4273,74.7411,India,23356
Whyalla,-33.0333,137.5667,Australia,23357
Juma Shahri,39.7161,66.6642,Uzbekistan,23358
Parelhas,-6.6878,-36.6578,Brazil,23359
Satun,6.6147,100.0681,Thailand,23360
Boquira,-12.8231,-42.7306,Brazil,23361
Spremberg,51.5717,14.3794,Germany,23362
North Guwahati,26.19,91.71,India,23363
Muthutala,10.78,76.17,India,23364
Tanki Leendert,12.5418,-70.022,Aruba,23365
Alta Floresta D'Oeste,-11.9283,-61.995,Brazil,23366
Jawor,51.05,16.2,Poland,23367
Askale,39.9211,40.6947,Turkey,23368
San Bernardo,1.5108,-77.0467,Colombia,23369
Iguai,-14.7558,-40.0889,Brazil,23370
Aldan,58.6167,125.4167,Russia,23371
Rocky River,41.4702,-81.8525,United States,23372
Rose Hill,38.7872,-77.1085,United States,23373
Zerbst,51.9681,12.0844,Germany,23374
Chesham,51.712,-0.612,United Kingdom,23375
Tukwila,47.475,-122.2728,United States,23376
Puerto Natales,-51.7333,-72.5167,Chile,23377
Trezzano sul Naviglio,45.4333,9.0667,Italy,23378
Takaba,3.3553,40.2228,Kenya,23379
Pandan,14.05,124.17,Philippines,23380
North Ogden,41.3123,-111.9584,United States,23381
Kodikuthi,9.4667,76.95,India,23382
Richmond,51.456,-0.301,United Kingdom,23383
Ambohitromby,-19.0439,46.4287,Madagascar,23384
Bezhetsk,57.7667,36.7,Russia,23385
Darganata,40.4833,62.1667,Turkmenistan,23386
Hojambaz,38.1167,65,Turkmenistan,23387
Gokdepe,38.1578,57.9664,Turkmenistan,23388
Fort St. John,56.2465,-120.8476,Canada,23389
Madakasira,13.9369,77.2694,India,23390
El Paujil,1.5644,-75.3319,Colombia,23391
Juli,-16.2125,-69.4603,Peru,23392
Kotli,33.5156,73.9019,Pakistan,23393
Llorente,11.4125,125.5458,Philippines,23394
Loncoche,-39.3667,-72.6333,Chile,23395
Sihu,23.6411,120.201,Taiwan,23396
Beni Mered,36.5233,2.8617,Algeria,23397
Ganapavaram,16.1233,80.1721,India,23398
Laventille,10.65,-61.4833,Trinidad and Tobago,23399
Paramonga,-10.6744,-77.8186,Peru,23400
Rees,51.7667,6.4,Germany,23401
Palatka,60.1,150.9,Russia,23402
Helena,33.2837,-86.8791,United States,23403
Qalansuwa,32.285,34.9811,Israel,23404
Riehen,47.5806,7.6492,Switzerland,23405
Tong'anyi,35.3041,104.6802,China,23406
Paravai,9.969,78.0613,India,23407
Pendurti,17.8278,83.2022,India,23408
Bariarpur,25.686,86.0295,India,23409
Five Corners,45.6883,-122.5738,United States,23410
Bogande,12.9667,-0.15,Burkina Faso,23411
Nhamunda,-2.1861,-56.7131,Brazil,23412
Grand Island,43.0198,-78.9619,United States,23413
Belper,53.029,-1.475,United Kingdom,23414
Thenia,36.7278,3.5539,Algeria,23415
Partizanske,48.6333,18.3667,Slovakia,23416
Secaucus,40.781,-74.0659,United States,23417
Tambau,-21.705,-47.2739,Brazil,23418
Gauting,48.0678,11.3739,Germany,23419
Andippatti,9.998,77.621,India,23420
Maruturu,15.9862,80.1041,India,23421
Egil,38.2572,40.0847,Turkey,23422
Icapui,-4.7128,-37.355,Brazil,23423
Shahbazpur,24.0517,91.1733,Bangladesh,23424
Trinidad,-33.5333,-56.8833,Uruguay,23425
Wilmot,43.4,-80.65,Canada,23426
Feira Nova,-7.9508,-35.3889,Brazil,23427
Lom,43.8256,23.2375,Bulgaria,23428
Hoogstraten,51.4008,4.7611,Belgium,23429
Wildeshausen,52.9,8.4333,Germany,23430
Noamundi,22.1609,85.5042,India,23431
Sao Joao do Piaui,-8.3578,-42.2469,Brazil,23432
Grevena,40.085,21.4275,Greece,23433
Urucuca,-14.5928,-39.2839,Brazil,23434
Ghanzi,-21.7,21.65,Botswana,23435
Mount Pleasant,43.5966,-84.7759,United States,23436
Mountlake Terrace,47.7921,-122.3077,United States,23437
Chaumont,48.1117,5.1389,France,23438
San Bonifacio,45.4,11.2833,Italy,23439
Lioua,34.6375,5.3958,Algeria,23440
Taurage,55.2522,22.2897,Lithuania,23441
Santa Rosa de Lima,14.3833,-90.3,Guatemala,23442
Santa Barbara,5.8747,-75.5661,Colombia,23443
Srivaikuntam,8.6318,77.913,India,23444
Moorestown,39.9784,-74.9413,United States,23445
Puchheim,48.15,11.35,Germany,23446
Jandaia do Sul,-23.6028,-51.6428,Brazil,23447
Cartaya,37.2833,-7.15,Spain,23448
Alejandro Korn,-34.9667,-58.3667,Argentina,23449
Stowmarket,52.19,1,United Kingdom,23450
Velsk,61.0667,42.1167,Russia,23451
Ashland,38.4592,-82.6448,United States,23452
Allauch,43.3369,5.4828,France,23453
Clevedon,51.438,-2.854,United Kingdom,23454
New Hope,45.0375,-93.3869,United States,23455
Bayi,29.6664,94.3628,China,23456
Swiedbodzin,52.25,15.5333,Poland,23457
Cumaral,4.2694,-73.4864,Colombia,23458
Pamarru,16.327,80.961,India,23459
Grajewo,53.65,22.45,Poland,23460
Shirhatti,15.2313,75.5772,India,23461
Naas,53.2158,-6.6669,Ireland,23462
Annecy-le-Vieux,45.92,6.1428,France,23463
Inopacan,10.5,124.75,Philippines,23464
Khowai,24.065,91.605,India,23465
Mohiuddinnagar,25.7428,86.0812,India,23466
Perdoes,-21.0908,-45.0908,Brazil,23467
Krasnouralsk,58.35,60.05,Russia,23468
Vecses,47.4108,19.2722,Hungary,23469
Los Vilos,-31.9167,-71.5167,Chile,23470
Osterode,51.7286,10.2522,Germany,23471
Singur,22.81,88.23,India,23472
Kirkintilloch,55.938,-4.155,United Kingdom,23473
Gummudipundi,13.3995,80.1187,India,23474
Granite Bay,38.7601,-121.1714,United States,23475
Nedre Eiker,59.7667,10.0333,Norway,23476
Masis,40.0633,44.4408,Armenia,23477
Allende,28.3333,-100.8333,Mexico,23478
Zulpich,50.7,6.65,Germany,23479
Teteven,42.917,24.267,Bulgaria,23480
Almaguer,1.9167,-76.8667,Colombia,23481
Chouafa,34.7667,-6.05,Morocco,23482
Palma di Montechiaro,37.1936,13.7658,Italy,23483
Igreja Nova,-10.1253,-36.6619,Brazil,23484
Senago,45.5833,9.1333,Italy,23485
Fortin de las Flores,18.9,-97,Mexico,23486
Mons-en-Baroeul,50.6369,3.1103,France,23487
Bilohorodka,50.3942,30.2314,Ukraine,23488
Ambinanindrano,-20.6791,47.5671,Madagascar,23489
East Patchogue,40.7704,-72.9817,United States,23490
Fukuyoshi,33.6833,130.78,Japan,23491
Otsego,45.266,-93.6201,United States,23492
Stange,60.7167,11.1833,Norway,23493
Bornem,51.1,4.2333,Belgium,23494
Silva Jardim,-22.6508,-42.3919,Brazil,23495
Hafshejan,32.2253,50.7961,Iran,23496
Galugah,36.7269,53.8089,Iran,23497
Polygyros,40.3667,23.4333,Greece,23498
Zambrow,52.9833,22.25,Poland,23499
Tiruppuvanam,9.855,78.2744,India,23500
Krasnoarmeysk,51.0231,45.7031,Russia,23501
Manlleu,42,2.2836,Spain,23502
Mi'eso,9.2333,40.75,Ethiopia,23503
Metahara,8.9,39.9167,Ethiopia,23504
Mundgod,14.9714,75.0366,India,23505
Darton,53.585,-1.5325,United Kingdom,23506
Kasumpti,31.07,77.18,India,23507
Hammanskraal,-25.4,28.2833,South Africa,23508
Stephenville,32.2147,-98.2205,United States,23509
Ashland,42.1905,-122.6992,United States,23510
Padmanabhapuram,8.2446,77.3367,India,23511
Doaba,33.5333,70.7333,Pakistan,23512
Kaman,39.3575,33.7239,Turkey,23513
Karlovo,42.642,24.8082,Bulgaria,23514
Pambadi,9.4264,76.5611,India,23515
Carlisle,40.2,-77.2034,United States,23516
Gallup,35.5182,-108.7431,United States,23517
Antilla,20.8411,-75.7206,Cuba,23518
Saint-Genis-Laval,45.696,4.793,France,23519
Terrier Rouge,19.6363,-71.9548,Haiti,23520
Bouznika,33.7897,-7.1575,Morocco,23521
Oum Drou,36.2,1.3833,Algeria,23522
Sriperumbudur,12.968,79.9473,India,23523
Mragowo,53.8667,21.3,Poland,23524
Youganning,34.7356,101.6114,China,23525
Yegainnyin,34.7356,101.5978,China,23526
Alcudia,39.8525,3.1192,Spain,23527
Mit Nama,30.1453,31.2343,Egypt,23528
South Lake Tahoe,38.9393,-119.9828,United States,23529
Carcagente,39.1222,-0.4489,Spain,23530
Stevenson Ranch,34.3894,-118.5883,United States,23531
Kelkit,40.1286,39.4383,Turkey,23532
Candler-McAfee,33.7267,-84.2723,United States,23533
Tubbergen,52.4,6.7667,Netherlands,23534
Alagir,43.0333,44.2333,Russia,23535
Naryn,38.2,68.9,Tajikistan,23536
Mesquite,36.8032,-114.133,United States,23537
Armidale,-30.5,151.65,Australia,23538
Sao Joao,-8.8756,-36.3667,Brazil,23539
Mukilteo,47.9096,-122.3035,United States,23540
Aiud,46.3122,23.7292,Romania,23541
Nirmali,26.314,86.5854,India,23542
Narippatta,11.6972,75.7181,India,23543
Wang Nam Yen,13.5033,102.1812,Thailand,23544
Artashat,39.9539,44.5506,Armenia,23545
Makulubita,0.5122,32.3664,Uganda,23546
Hwange,-18.3647,26.5,Zimbabwe,23547
Monroe,41.3043,-74.1941,United States,23548
Geneva,41.8833,-88.3242,United States,23549
Puzol,39.6167,-0.3011,Spain,23550
Casal di Principe,41.0108,14.1319,Italy,23551
Saint-Gratien,48.9719,2.2828,France,23552
Luna,18.3311,121.3725,Philippines,23553
Germersheim,49.2167,8.3667,Germany,23554
Kaduturutti,9.7833,76.3,India,23555
Huy,50.5201,5.2375,Belgium,23556
Pefki,38.0667,23.8,Greece,23557
Battle Ground,45.7766,-122.5413,United States,23558
Kaikalur,16.5509,81.2,India,23559
Siilinjarvi,63.075,27.66,Finland,23560
Mustang,35.3917,-97.7246,United States,23561
Chagalamarri,14.9667,78.5833,India,23562
Cacem,38.7704,-9.3081,Portugal,23563
Krus na Ligas,14.6442,121.0636,Philippines,23564
Elmwood Park,40.9049,-74.1201,United States,23565
Sevilimedu,12.8083,79.6864,India,23566
Royton,53.566,-2.121,United Kingdom,23567
Mansourah,36.0819,4.46,Algeria,23568
Kitcharao,9.46,125.58,Philippines,23569
Carthage,36.8528,10.3233,Tunisia,23570
Belovodskoe,42.8333,74.1167,Kyrgyzstan,23571
Mabitac,14.43,121.42,Philippines,23572
Somers,41.3056,-73.7252,United States,23573
Beroun,49.9642,14.0739,Czechia,23574
Wielun,51.2206,18.57,Poland,23575
Linamon,8.18,124.17,Philippines,23576
Nowa Ruda,50.5833,16.5,Poland,23577
Agropoli,40.3469,14.9965,Italy,23578
Vialonga,38.874,-9.0834,Portugal,23579
Almasi,38.6833,68.6,Tajikistan,23580
Gobo,33.8833,135.15,Japan,23581
Oshoba,40.7347,70.4417,Tajikistan,23582
Akkus,40.7931,37.0164,Turkey,23583
Nang Rong,14.6283,102.7933,Thailand,23584
Iruttarakonam,8.5863,76.8976,India,23585
Milwaukie,45.4445,-122.6219,United States,23586
Hunters Creek,28.361,-81.4358,United States,23587
Rolante,-29.6508,-50.5758,Brazil,23588
Xinjie,27.7049,103.3808,China,23589
Namagiripettai,11.47,78.27,India,23590
Sulejowek,52.2442,21.28,Poland,23591
Koduvilarpatti,9.9695,77.4915,India,23592
Ntcheu,-14.8167,34.6333,Malawi,23593
Pinarbasi,38.722,36.391,Turkey,23594
Sanxing,24.6739,121.6631,Taiwan,23595
Aguadas,5.6167,-75.4667,Colombia,23596
Manuel Tames,20.1803,-75.0514,Cuba,23597
Bhairi,28.93,81.63,Nepal,23598
Brownhills,52.647,-1.933,United Kingdom,23599
Schramberg,48.2269,8.3842,Germany,23600
Montecristo,8.2994,-74.4756,Colombia,23601
Narkher,21.4383,78.5683,India,23602
Urk,52.6653,5.6058,Netherlands,23603
Tadikombu,10.439,77.9546,India,23604
Degollado,20.4667,-102.15,Mexico,23605
Fierenana,-18.5428,45.8463,Madagascar,23606
Dupax del Sur,16.2842,121.0917,Philippines,23607
Saint-Mande,48.8422,2.4186,France,23608
Znamianka,48.7136,32.6733,Ukraine,23609
Sasovo,54.35,41.9167,Russia,23610
Sao Sepe,-30.1608,-53.565,Brazil,23611
Pillaiyarkuppam,11.8119,79.7922,India,23612
Waren,53.5167,12.6833,Germany,23613
Bobonong,-21.9655,28.4363,Botswana,23614
Gorgonzola,45.5333,9.4,Italy,23615
Lebanon,39.4254,-84.2133,United States,23616
Essex,42.0833,-82.9,Canada,23617
Mouyondzi,-3.9956,13.9219,Congo (Brazzaville),23618
Kosgi,16.9878,77.7169,India,23619
Zonhoven,50.9914,5.3709,Belgium,23620
Concepcion Huista,15.6167,-91.6833,Guatemala,23621
Montgomery,41.7237,-88.3633,United States,23622
Jiangjiadong,24.5811,112.8994,China,23623
Kontich,51.1333,4.45,Belgium,23624
Parasi,24.1908,82.7817,India,23625
Matsuura,33.3408,129.7092,Japan,23626
Snellville,33.8562,-84.0038,United States,23627
Merefa,49.8167,36.05,Ukraine,23628
Mandelieu-la-Napoule,43.5464,6.9381,France,23629
Obock,11.9667,43.2833,Djibouti,23630
Rybnoye,54.7333,39.5167,Russia,23631
Varennes,45.6833,-73.4333,Canada,23632
Lucelia,-21.7203,-51.0189,Brazil,23633
Chorwad,21.0167,70.2333,India,23634
Ratu,23.4204,85.2146,India,23635
Caapora,-7.5158,-34.9078,Brazil,23636
Rio Maior,39.3333,-8.9333,Portugal,23637
Qia'erbagecun,37.9724,77.3399,China,23638
Valle Nacional,17.7667,-96.3,Mexico,23639
Nagamangala,12.8194,76.7546,India,23640
Borgomanero,45.7,8.4667,Italy,23641
Boca da Mata,-9.6408,-36.22,Brazil,23642
Rupauli,25.8695,87.06,India,23643
Sondershausen,51.3667,10.8667,Germany,23644
Sal'a,48.15,17.8833,Slovakia,23645
Floridia,37.0833,15.15,Italy,23646
Vryburg,-26.9586,24.7322,South Africa,23647
Shazand,33.9292,49.4103,Iran,23648
Lensk,60.7333,114.9167,Russia,23649
Belonia,23.25,91.45,India,23650
Mogan,27.8667,-15.7167,Spain,23651
Lathi,21.45,71.38,India,23652
South Whitehall,40.6154,-75.5503,United States,23653
Belas,38.7772,-9.2608,Portugal,23654
Varadero,23.1394,-81.2861,Cuba,23655
Tiburon,18.3266,-74.3953,Haiti,23656
Carrboro,35.9259,-79.0878,United States,23657
Sarari,26.2523,84.5484,India,23658
Sevenoaks,51.2781,0.1874,United Kingdom,23659
Tinja,37.1667,9.7667,Tunisia,23660
Volnovakha,47.6022,37.4919,Ukraine,23661
Guasipati,7.4667,-61.4667,Venezuela,23662
San Juan de Vilasar,41.506,2.391,Spain,23663
Morsang-sur-Orge,48.6618,2.3461,France,23664
Dronfield,53.3024,-1.4664,United Kingdom,23665
Tighedouine,31.4236,-7.5208,Morocco,23666
Seydi,39.4167,62.9,Turkmenistan,23667
Baldwin,40.369,-79.9669,United States,23668
Clarin,9.97,124.02,Philippines,23669
Khromtau,50.2503,58.4347,Kazakhstan,23670
Dukinfield,53.4739,-2.0828,United Kingdom,23671
Kuttikkattur,11.2667,75.875,India,23672
La Union,37.6192,-0.8756,Spain,23673
Hallein,47.6831,13.0969,Austria,23674
Allschwil,47.5508,7.5358,Switzerland,23675
Florencia,22.1475,-78.9669,Cuba,23676
Morasar,23.0942,72.5961,India,23677
Jekabpils,56.4975,25.8664,Latvia,23678
Maracacume,-2.0428,-45.9589,Brazil,23679
Hancha,37.8822,109.4947,China,23680
Sapone,12.0528,-1.6036,Burkina Faso,23681
Kanmaki,34.5628,135.7167,Japan,23682
Herborn,50.6825,8.3061,Germany,23683
Bourg-la-Reine,48.7796,2.3151,France,23684
Loyola Heights,14.6403,121.0744,Philippines,23685
Kannanendal,9.9649,78.1416,India,23686
Willmar,45.1216,-95.0569,United States,23687
